Genome,portal_link,DMAT,HYBRID,NRPS,NRPS-Like,PKS,PKS-Like,TC,Total
Fonsecaea monophora CBS 269.37,https://mycocosm.jgi.doe.gov/Fonmo1,0,0,4,7,3,2,0,16
Fonsecaea multimorphosa CBS 102226,https://mycocosm.jgi.doe.gov/Fonmu1,0,0,2,8,4,2,0,16
Fonsecaea nubica CBS 269.64,https://mycocosm.jgi.doe.gov/Fonnu1,0,0,3,7,3,2,0,15
Fonsecaea pedrosoi CBS 271.37,https://mycocosm.jgi.doe.gov/Fonpe1,0,0,3,8,3,2,0,16
Friedmanniomyces endolithicus CCFEE 5311,https://mycocosm.jgi.doe.gov/Frien1,0,0,2,8,2,4,0,16
Friedmanniomyces simplex CCFEE 5184,https://mycocosm.jgi.doe.gov/Frisi1,0,0,1,4,2,2,0,9
Fusarium bataticola FSSC 23 v1.0,https://mycocosm.jgi.doe.gov/FusspF23_1,1,2,9,9,13,2,1,37
Fusarium commune MPI-SDFR-AT-0072 v1.0,https://mycocosm.jgi.doe.gov/Fusco1,3,3,8,13,12,3,8,50
Fusarium cucurbiticola FSSC 10 v1.0,https://mycocosm.jgi.doe.gov/FusspF10_1,2,0,7,8,10,2,1,30
Fusarium culmorum UK99,https://mycocosm.jgi.doe.gov/Fuscu1,0,1,8,10,7,3,6,35
Fusarium fujikuroi IMI 58289,https://mycocosm.jgi.doe.gov/Fusfu1,2,4,7,13,11,3,7,47
Fusarium graminearum Z3639 v2.0,https://mycocosm.jgi.doe.gov/Fusgra2,0,1,6,9,13,2,4,35
Fusarium graminearum v1.0,https://mycocosm.jgi.doe.gov/Fusgr1,0,1,9,11,8,3,5,37
Fusarium langsethiae Fl201059,https://mycocosm.jgi.doe.gov/Fusla1,1,0,9,10,10,3,7,40
Fusarium mangiferae MRC7560,https://mycocosm.jgi.doe.gov/Fusma1,4,3,10,12,11,2,7,49
Fusarium oxysporum F10-03 v1.0,https://mycocosm.jgi.doe.gov/FoxF1003_1,6,3,10,14,10,2,7,52
Fusarium oxysporum F10-04 v1.0,https://mycocosm.jgi.doe.gov/FoxF1004_1,4,3,13,14,10,2,7,53
Fusarium oxysporum F10-08 v1.0,https://mycocosm.jgi.doe.gov/FoxF1008_1,4,3,11,15,9,2,7,51
Fusarium oxysporum F10-10 v1.0,https://mycocosm.jgi.doe.gov/FoxF1010_1,6,3,10,14,10,2,8,53
Fusarium oxysporum F2-01 v1.0,https://mycocosm.jgi.doe.gov/FoxF201_1,4,2,12,14,9,2,8,51
Fusarium oxysporum F2-02 v1.0,https://mycocosm.jgi.doe.gov/FoxF202_1,5,4,11,14,9,2,7,52
Fusarium oxysporum F2-04 v1.0,https://mycocosm.jgi.doe.gov/FoxF204_1,4,3,12,14,9,2,7,51
Fusarium oxysporum F2-06 v1.0,https://mycocosm.jgi.doe.gov/FoxF206_1,5,3,11,14,9,2,8,52
Fusarium oxysporum F2-07 v1.0,https://mycocosm.jgi.doe.gov/FoxF207_1,4,2,11,14,8,2,8,49
Fusarium oxysporum Fo47,https://mycocosm.jgi.doe.gov/FusoxFo47,4,3,9,13,8,4,8,49
Fusarium oxysporum Fo47 v2.0,https://mycocosm.jgi.doe.gov/FusoxFo47_2,4,3,9,14,9,3,7,49
Fusarium oxysporum Fo5176 v1.0,https://mycocosm.jgi.doe.gov/FoxFo5176,3,3,6,15,6,2,8,43
Fusarium oxysporum MPI-CAGE-CH-0212 v1.0,https://mycocosm.jgi.doe.gov/Fusoxys1,3,3,9,12,10,2,6,45
Fusarium oxysporum MPI-SDFR-AT-0094 v1.0,https://mycocosm.jgi.doe.gov/Fusoxy1,3,3,10,13,8,3,8,48
Fusarium oxysporum MRL8996 v1.0,https://mycocosm.jgi.doe.gov/FoxMRL8996,3,3,9,12,8,3,9,47
Fusarium oxysporum NRRL 26365,https://mycocosm.jgi.doe.gov/Fox26365_1,4,3,6,12,8,2,7,42
Fusarium oxysporum NRRL 32931,https://mycocosm.jgi.doe.gov/Fusox32931,5,3,8,11,10,3,9,49
Fusarium oxysporum f. sp. albedinis isolate 9 v1.0,https://mycocosm.jgi.doe.gov/Fusoxalb1,3,3,8,11,12,3,5,45
Fusarium oxysporum f. sp. conglutinans race 2 54008 (PHW808),https://mycocosm.jgi.doe.gov/Fusoxcon1,3,4,9,14,8,2,9,49
Fusarium oxysporum f. sp. cubense tropical race 4 54006 (II5),https://mycocosm.jgi.doe.gov/Fusoxcub1,4,3,6,12,10,3,7,45
Fusarium oxysporum f. sp. lycopersici 4287 v2,https://mycocosm.jgi.doe.gov/Fusox2,3,2,9,14,10,1,7,46
Fusarium oxysporum f. sp. lycopersici MN25 (FoMN25) NRRL 54003,https://mycocosm.jgi.doe.gov/Fusoxlyc1,5,3,8,13,8,4,7,48
Fusarium oxysporum f. sp. matthiolae PHW726,https://mycocosm.jgi.doe.gov/FoxPHW726_1,5,3,7,11,10,2,7,45
Fusarium oxysporum f. sp. melonis (FoMelon) NRRL 26406,https://mycocosm.jgi.doe.gov/Fusoxmel1,4,3,9,14,10,2,8,50
Fusarium oxysporum f. sp. pisi HDV247,https://mycocosm.jgi.doe.gov/Fusoxpis1,3,4,9,13,8,2,8,47
Fusarium oxysporum f. sp. pisi T415 v1.0,https://mycocosm.jgi.doe.gov/FusoxT415,2,5,8,13,7,2,8,45
Fusarium oxysporum f. sp. radicis-lycopersici 26381 (CL57),https://mycocosm.jgi.doe.gov/Fusoxrad1,3,3,8,13,8,2,8,45
Fusarium oxysporum f. sp. raphani 54005,https://mycocosm.jgi.doe.gov/Fusoxrap1,3,4,7,13,6,2,9,44
Fusarium oxysporum f. sp. vasinfectum 25433 (Cotton),https://mycocosm.jgi.doe.gov/Fusoxvas1,3,3,7,14,8,2,8,45
Fusarium oxysporum f.sp. cubense II5 v2.0,https://mycocosm.jgi.doe.gov/FoxII5,4,3,6,12,9,3,7,44
Fusarium poae 2516,https://mycocosm.jgi.doe.gov/Fuspo1,0,2,4,12,10,2,12,42
Fusarium proliferatum ET1,https://mycocosm.jgi.doe.gov/Fuspro1,3,4,9,15,13,2,10,56
Fusarium pseudograminearum CS3096,https://mycocosm.jgi.doe.gov/Fusps1,0,1,7,10,6,4,5,33
Fusarium redolens MPI-CAGE-AT-0023 v1.0,https://mycocosm.jgi.doe.gov/Fusre1,4,3,10,11,13,2,6,49
Fusarium solani FSSC 5 v1.0,https://mycocosm.jgi.doe.gov/Fusso1,2,1,11,8,13,2,1,38
Fusarium sp. FIESC 12 MPI-CAGE-AA-0113 v1.0,https://mycocosm.jgi.doe.gov/Fuseq1,1,1,10,8,9,2,4,35
Fusarium sp. FSSC 11 v1.0,https://mycocosm.jgi.doe.gov/FusspF11_1,2,1,8,7,12,2,1,33
Fusarium tricinctum MPI-SDFR-AT-0044 v1.0,https://mycocosm.jgi.doe.gov/Fustri1,3,3,11,13,14,3,6,53
Fusarium tricinctum MPI-SDFR-AT-0068 v1.0,https://mycocosm.jgi.doe.gov/Fustr1,4,3,10,13,13,3,5,51
Fusarium vanettenii 77-13-4 v2.0,https://mycocosm.jgi.doe.gov/Necha2,1,1,8,8,11,2,1,32
Fusarium venenatum MPI-CAGE-CH-0201 v1.0,https://mycocosm.jgi.doe.gov/Fusven1,0,2,4,11,8,2,5,32
Fusarium verticillioides 7600 v2,https://mycocosm.jgi.doe.gov/Fusve2,3,3,7,13,11,2,7,46
Gaertneriomyces semiglobifer Barr 43 v1.0,https://mycocosm.jgi.doe.gov/Gaesem1,0,0,1,1,2,1,0,5
Gaeumannomyces graminis var. tritici R3-111a-1,https://mycocosm.jgi.doe.gov/Gaegr1,2,3,5,3,13,2,3,31
Galerina marginata v1.0,https://mycocosm.jgi.doe.gov/Galma1,0,1,1,7,4,2,24,39
Galzinia incrustans CBS 104901 v1.0,https://mycocosm.jgi.doe.gov/Galinc1,0,0,0,4,1,0,2,7
Ganoderma sinense ZZ0214-1,https://mycocosm.jgi.doe.gov/Gansi1,0,0,1,12,4,0,14,31
Ganoderma sp. 10597 SS1 v1.0,https://mycocosm.jgi.doe.gov/Gansp1,0,0,1,11,5,0,12,29
Gautieria morchelliformis GMNE.BST v1.0,https://mycocosm.jgi.doe.gov/Gaumor1_1,7,0,2,15,4,0,17,45
Geastrum triplex GST.BST v1.0,https://mycocosm.jgi.doe.gov/Geatri1,1,0,0,7,3,0,10,21
Gelasinospora tetrasperma v1.0,https://mycocosm.jgi.doe.gov/Gelte1,1,0,4,3,10,2,2,22
Geopyxis carbonaria DOB1671 v1.0,https://mycocosm.jgi.doe.gov/Geocar1,0,0,3,5,7,2,1,18
Geosiphon pyriformis,https://mycocosm.jgi.doe.gov/Geopyr1,0,0,0,1,0,1,0,2
Geranomyces variabilis JEL559 v1.0,https://mycocosm.jgi.doe.gov/Gervar1,0,1,2,4,1,2,0,10
Gigaspora rosea v1.0,https://mycocosm.jgi.doe.gov/Gigro1,0,5,1,8,0,3,2,19
Gilbertella persicaria var. persicaria CBS 190.32-T v1.0,https://mycocosm.jgi.doe.gov/Gilper1,0,0,1,3,1,1,0,6
Glarea lozoyensis ATCC 20868,https://mycocosm.jgi.doe.gov/Glalo1,1,5,4,11,24,2,0,47
Globomyces pollinis-pini Arg68 v1.0,https://mycocosm.jgi.doe.gov/Glopol1,0,0,10,4,1,1,0,16
Gloeopeniophorella convolvens OM19405 v1.0,https://mycocosm.jgi.doe.gov/Glocon1,0,0,0,2,2,0,8,12
Gloeophyllum trabeum v1.0,https://mycocosm.jgi.doe.gov/Glotr1_1,0,0,0,14,6,7,10,37
Glomerella acutata (Colletotrichum fiorinae MH 18) v1.0,https://mycocosm.jgi.doe.gov/Gloac1,5,3,8,9,20,3,9,57
Glomerella cingulata 23 (Colletotrichum gloeosporoides 23) v1.0,https://mycocosm.jgi.doe.gov/Gloci1,8,4,13,13,31,2,12,83
Gloniopsis sp. FL0384 v1.0,https://mycocosm.jgi.doe.gov/Glonio1,1,1,4,6,14,2,5,33
Glonium stellatum CBS 207.34 v1.0,https://mycocosm.jgi.doe.gov/Glost2,1,1,9,5,19,4,2,41
Golovinomyces cichoracearum UCSC1 v1.0,https://mycocosm.jgi.doe.gov/Golci1,0,0,1,3,1,2,0,7
Golovinomyces cichoracearum UMSG1,https://mycocosm.jgi.doe.gov/GciUMSG1_1,0,0,1,3,1,2,0,7
Golovinomyces cichoracearum UMSG3,https://mycocosm.jgi.doe.gov/GciUMSG3_1,0,0,1,3,1,2,0,7
Golovinomyces orontii MGH1 v4.0,https://mycocosm.jgi.doe.gov/Golor4,0,0,2,6,3,4,0,15
Gonapodya prolifera v1.0,https://mycocosm.jgi.doe.gov/Ganpr1,0,0,0,1,0,3,0,4
Gongronella butleri v1.0,https://mycocosm.jgi.doe.gov/Gonbut1,0,0,1,2,1,1,0,5
Gorgonomyces haynaldii MP57 v1.0,https://mycocosm.jgi.doe.gov/Gorhay1,0,0,0,1,1,1,0,3
Graphis scripta CBS 132367,https://mycocosm.jgi.doe.gov/Grascr1,1,1,8,17,21,4,1,53
Gremmeniella abietina DAOM 170367 v1.0,https://mycocosm.jgi.doe.gov/Greabi1,1,1,2,7,8,2,3,24
Gremmeniella abietina DAOM 170408 v1.0,https://mycocosm.jgi.doe.gov/Greab1,0,1,1,7,9,2,3,23
Grifola frondosa 9006-11,https://mycocosm.jgi.doe.gov/Grifr1,1,0,1,11,2,2,7,24
Grosmannia clavigera kw1407,https://mycocosm.jgi.doe.gov/Grocl1,0,1,1,6,11,5,3,27
Guyanagaster necrorhizus MCA 3950 v1.0,https://mycocosm.jgi.doe.gov/Guyne1,0,2,1,8,2,0,10,23
Gymnascella aurantiaca v1.0,https://mycocosm.jgi.doe.gov/Gymau1,2,0,6,2,8,2,2,22
Gymnascella citrina v1.1,https://mycocosm.jgi.doe.gov/Gymci1_1,2,2,7,1,5,2,1,20
Gymnopilus chrysopellus PR-1187 v1.0,https://mycocosm.jgi.doe.gov/Gymch1,1,1,0,7,5,2,13,29
Gymnopilus junonius AH 44721 v1.0,https://mycocosm.jgi.doe.gov/Gymjun1,0,1,0,9,4,0,9,23
Gymnopus androsaceus JB14 v1.0,https://mycocosm.jgi.doe.gov/Gyman1,0,0,9,23,7,1,10,50
Gymnopus earleae GB-263.02 v1.0,https://mycocosm.jgi.doe.gov/Gymear1,2,0,1,19,5,0,13,40
Gymnopus luxurians v1.0,https://mycocosm.jgi.doe.gov/Gymlu1,1,0,3,24,10,0,11,49
Gyrodon lividus BX v1.0,https://mycocosm.jgi.doe.gov/Gyrli1,0,2,2,9,4,0,5,22
Gyromitra esculenta CBS101906 v1.0,https://mycocosm.jgi.doe.gov/Gyresc1,0,0,3,4,2,2,1,12
Gyromitra infula GyrinfSpk-SM18 v1.0,https://mycocosm.jgi.doe.gov/Gyrinf1,0,0,3,4,2,2,1,12
Halteromyces radiatus CBS 162.75 v1.0,https://mycocosm.jgi.doe.gov/Halrad1,0,0,1,1,1,1,0,4
Hanseniaspora guilliermondii UTAD222,https://mycocosm.jgi.doe.gov/Hangu1,0,0,0,1,0,3,0,4
Hanseniaspora nectarophila Y1191 v1.0,https://mycocosm.jgi.doe.gov/Hanne1,0,0,0,1,0,3,0,4
Hanseniaspora opuntiae AWRI3578,https://mycocosm.jgi.doe.gov/Hanop1,0,0,0,1,0,3,0,4
Hanseniaspora osmophila AWRI3579,https://mycocosm.jgi.doe.gov/Hanos1,0,0,0,1,0,3,0,4
Hanseniaspora uvarum AWRI3580,https://mycocosm.jgi.doe.gov/Hanuv1,0,0,0,1,0,3,0,4
Hanseniaspora valbyensis HY1 v2.0,https://mycocosm.jgi.doe.gov/Hanva2,0,0,0,1,0,3,0,4
Hanseniaspora valbyensis NRRL Y-1626 v1.1,https://mycocosm.jgi.doe.gov/Hanva1_1,0,0,0,1,0,3,0,4
Hebeloma brunneifolium PMI1Jessy v2.0,https://mycocosm.jgi.doe.gov/Hebvel2,0,1,1,8,3,7,16,36
Hebeloma cylindrosporum h7 v2.0,https://mycocosm.jgi.doe.gov/Hebcy2,0,0,1,6,3,0,10,20
Helicocarpus griseus UAMH 5409,https://mycocosm.jgi.doe.gov/Helgr1,3,1,5,9,18,2,4,42
Helicostylum pulchrum RSA 2064 v1.0,https://mycocosm.jgi.doe.gov/Helpul1,0,0,1,4,1,1,0,7
Heliocybe sulcata OMC1185 v1.0,https://mycocosm.jgi.doe.gov/Helsul1,0,0,1,15,5,0,8,29
Helotiales sp. P5P66 v1.0,https://mycocosm.jgi.doe.gov/DimP5P66,1,1,3,12,5,3,1,26
Helotiales sp. P8C63 v1.0,https://mycocosm.jgi.doe.gov/NeoP8C63_1,2,0,5,13,5,2,2,29
Hepatospora eriocheir GB1,https://mycocosm.jgi.doe.gov/Heper1,,,,,,,,0
Hericium coralloides FP-101451 v1.0,https://mycocosm.jgi.doe.gov/Hercor1,0,0,0,12,2,1,5,20
Herpotrichia sp. AK1299 v1.0,https://mycocosm.jgi.doe.gov/Herpot1_1,2,2,8,18,22,6,2,60
Herpotrichiellaceae sp. JF2 05-3F Dopey v1.0,https://mycocosm.jgi.doe.gov/HerpoJF2053F_1,1,0,1,4,3,2,0,11
Herpotrichiellaceae sp. JF2 05-7F Lumpy v1.0,https://mycocosm.jgi.doe.gov/HerpoJF057F_1,1,0,1,4,3,3,0,12
Hesseltinella vesiculosa NRRL3301 v2.0,https://mycocosm.jgi.doe.gov/Hesve2finisherSC,0,0,1,2,1,1,0,5
Heterobasidion annosum v2.0,https://mycocosm.jgi.doe.gov/Hetan2,1,0,0,13,3,0,7,24
Heterodoassansia hygrophilae CBS 346.65 v1.0,https://mycocosm.jgi.doe.gov/Hethyg1,0,1,2,4,1,1,0,9
Heterogastridium pycnidioideum ATCC MYA-4631 v1.0,https://mycocosm.jgi.doe.gov/Hetpy1,0,0,0,1,1,0,0,2
Hexagonia nitida CIRM-BRFM 1802 v1.0,https://mycocosm.jgi.doe.gov/Hexnit1,0,0,2,12,6,0,14,34
Hirsutella minnesotensis 3608,https://mycocosm.jgi.doe.gov/Hirmi1,4,4,23,18,23,5,8,85
Histoplasma capsulatum NAm1,https://mycocosm.jgi.doe.gov/Hisca1,0,0,5,4,1,2,1,13
Homolaphlyctis polyrhiza JEL142 v1.0,https://mycocosm.jgi.doe.gov/Hompol1,0,0,1,0,0,1,0,2
Hortaea acidophila CBS 113389 v1.0,https://mycocosm.jgi.doe.gov/Horac1,0,0,1,7,1,2,0,11
Hortaea thailandica CCFEE 6315,https://mycocosm.jgi.doe.gov/Horth1,0,0,3,8,3,2,0,16
Hortaea werneckii EXF-2000 M0 v1.0,https://mycocosm.jgi.doe.gov/Horwer1,1,0,3,17,2,4,0,27
Hyalopycnis blepharistoma ATCC 48560 v1.0,https://mycocosm.jgi.doe.gov/Hyabl1,0,0,0,1,1,0,0,2
Hyaloraphidium curvatum SAG235-1 v1.0,https://mycocosm.jgi.doe.gov/Hyacur1,0,0,0,2,0,4,0,6
Hyaloscypha finlandica PMI_746 v1.0,https://mycocosm.jgi.doe.gov/Hyafin1,1,1,5,10,21,2,2,42
Hydnomerulius pinastri v2.0,https://mycocosm.jgi.doe.gov/Hydpi2,0,3,1,11,3,0,11,29
Hydnopolyporus fimbriatus CBS384.51 v1.0,https://mycocosm.jgi.doe.gov/Hydfim1,0,0,0,9,3,0,6,18
Hydnum rufescens UP504 v2.0,https://mycocosm.jgi.doe.gov/Hydru2,0,0,1,2,1,0,0,4
Hygrophoropsis aurantiaca ATCC 28755 v1.0,https://mycocosm.jgi.doe.gov/Hygaur1,0,1,2,19,8,1,13,44
Hymenopellis radicata IJFM A160 v1.0,https://mycocosm.jgi.doe.gov/Hymrad1,3,0,2,17,6,0,15,43
Hymenoscyphus varicosporoides PMI_453 v1.0,https://mycocosm.jgi.doe.gov/Hymvar1,0,3,5,11,18,3,5,45
Hypholoma sublateritium v1.0,https://mycocosm.jgi.doe.gov/Hypsu1,0,1,1,5,2,0,9,18
Hyphopichia burtonii NRRL Y-1933 v1.0,https://mycocosm.jgi.doe.gov/Hypbu1,0,0,0,1,0,2,0,3
Hypoxylon argillaceum CBS 527.63 v1.0,https://mycocosm.jgi.doe.gov/Hyparg1,3,3,11,24,39,5,7,92
Hypoxylon cercidicola CBS 119009 v1.0,https://mycocosm.jgi.doe.gov/Hypcer1,1,5,4,16,44,3,5,78
Hypoxylon crocopeplum CBS 119004 v1.0,https://mycocosm.jgi.doe.gov/Hypcro1,2,1,2,19,44,3,6,77
Hypoxylon fragiforme CBS 206.31 v2.0,https://mycocosm.jgi.doe.gov/Hypfra2,0,2,3,11,23,3,8,50
Hypoxylon fuscum CBS 119018 v1.0,https://mycocosm.jgi.doe.gov/Hypfus1,5,2,8,13,37,3,7,75
Hypoxylon monticulosum FL0542 v1.0,https://mycocosm.jgi.doe.gov/Hypmon1,4,1,3,13,36,5,7,69
Hypoxylon polyporus FL1289 v1.0,https://mycocosm.jgi.doe.gov/Hyppol1,1,1,3,10,15,3,3,36
Hypoxylon rubiginosum CBS 119005 v1.0,https://mycocosm.jgi.doe.gov/Hyprub1,2,2,5,17,36,3,7,72
Hypoxylon rubiginosum ER1909 v1.0,https://mycocosm.jgi.doe.gov/HyprubER1909_1,3,6,7,16,42,3,11,88
Hypoxylon sp. CI-4A v1.0,https://mycocosm.jgi.doe.gov/HypCI4A_1,1,0,5,11,23,5,8,53
Hypoxylon sp. CO27-5 v1.0,https://mycocosm.jgi.doe.gov/HypCO275_1,3,2,7,10,30,4,7,63
Hypoxylon sp. EC38 v3.0,https://mycocosm.jgi.doe.gov/HypEC38_3,2,2,6,12,31,3,9,65
Hypoxylon sp. FL0543 v1.0,https://mycocosm.jgi.doe.gov/HyFL0543_1,3,0,3,12,24,3,8,53
Hypoxylon sp. FL0890 v1.0,https://mycocosm.jgi.doe.gov/HyFL0890_1,1,4,5,13,24,3,7,57
Hypoxylon sp. FL1150 v1.0,https://mycocosm.jgi.doe.gov/HyFL1150_1,0,0,3,10,29,2,3,47
Hypoxylon sp. FL1284 v2.0,https://mycocosm.jgi.doe.gov/HyFL1284_2,1,2,4,16,31,4,5,63
Hypoxylon sp. FL1857 v1.0,https://mycocosm.jgi.doe.gov/HyFL1857_1,3,2,2,17,33,3,10,70
Hypoxylon sp. NC0597 v1.0,https://mycocosm.jgi.doe.gov/HyNC0597_1,4,1,4,10,25,3,7,54
Hypoxylon sp. NC1633 v2.0,https://mycocosm.jgi.doe.gov/HyNC1633_2,1,2,2,12,35,3,7,62
Hypoxylon submonticulosum NC0708 v2.0,https://mycocosm.jgi.doe.gov/Hypsub2,2,1,3,12,26,4,5,53
Hypoxylon trugodes CBS 135444 v1.0,https://mycocosm.jgi.doe.gov/Hyptru1,4,4,5,13,27,3,6,62
Hypsizygus marmoreus 51987-8,https://mycocosm.jgi.doe.gov/Hypma1,3,1,1,9,4,0,4,22
Hysterangium stoloniferum HS.BST v1.0,https://mycocosm.jgi.doe.gov/Hyssto1,2,1,0,8,4,2,18,35
Hysterium pulicare,https://mycocosm.jgi.doe.gov/Hyspu1_1,0,2,5,5,21,3,2,38
Ilyonectria robusta PMI_751 v1.0,https://mycocosm.jgi.doe.gov/Ilyrob1,2,3,8,14,11,3,4,45
Ilyonectria sp. MPI-CAGE-AT-0026 v1.0,https://mycocosm.jgi.doe.gov/Ilyeu1,2,4,10,18,14,4,3,55
Ilyonectria sp. MPI-CAGE-AT-0134 v1.0,https://mycocosm.jgi.doe.gov/Neora1,1,4,11,18,17,5,4,60
Ilyonectria sp. v1.0,https://mycocosm.jgi.doe.gov/Ilysp1,2,4,9,17,15,4,4,55
Intextomyces contiguus OMC1699 v1.0,https://mycocosm.jgi.doe.gov/Intcon1_1,0,0,1,13,3,1,9,27
Irpex lacteus CCBAS Fr. 238 617/93 v1.0,https://mycocosm.jgi.doe.gov/Irplac1,0,0,0,13,1,0,6,20
Isaria fumosorosea ARSEF 2679,https://mycocosm.jgi.doe.gov/Corfu1,0,6,12,10,4,3,0,35
Issatchenkia orientalis ATCC 32196 v2.0,https://mycocosm.jgi.doe.gov/Issori2,0,0,0,1,0,2,0,3
Issatchenkia orientalis ATCC PTA-6658 v2.0,https://mycocosm.jgi.doe.gov/Isori2,0,0,0,1,0,2,0,3
Issatchenkia orientalis IO21 v1.0,https://mycocosm.jgi.doe.gov/IsorIO21_1,0,0,0,1,0,2,0,3
Issatchenkia orientalis SD108 v2.0,https://mycocosm.jgi.doe.gov/Issorie2,0,0,0,1,0,2,0,3
Jaapia argillacea v1.0,https://mycocosm.jgi.doe.gov/Jaaar1,0,0,0,7,4,0,10,21
Jahnula aquatica CBS 123560 v1.0,https://mycocosm.jgi.doe.gov/Jahaq1,1,1,11,9,18,3,4,47
Jaminaea sp. MCA 5214 v1.0,https://mycocosm.jgi.doe.gov/Jamsp1,1,0,2,4,1,1,0,9
Jimgerdemannia flammicorona AD002,https://mycocosm.jgi.doe.gov/Jimfl_AD_1,0,0,0,2,0,1,0,3
Jimgerdemannia flammicorona GMNB39,https://mycocosm.jgi.doe.gov/Jimfl_GMNB39_1,0,0,0,1,1,1,0,3
Jimgerdemannia lactiflua OSC166217,https://mycocosm.jgi.doe.gov/Jimlac1,0,0,0,3,0,1,0,4
Kalaharituber pfeilii F3 v1.0,https://mycocosm.jgi.doe.gov/Kalpfe1,0,1,1,1,3,2,2,10
Kalmanozyma brasiliensis GHG001,https://mycocosm.jgi.doe.gov/Kalbr1,0,0,1,6,2,0,0,9
Karstenula rhodostoma CBS 690.94 v1.0,https://mycocosm.jgi.doe.gov/Karrh1,1,1,7,6,13,2,4,34
Kazachstania africana CBS 2517,https://mycocosm.jgi.doe.gov/Kazaf1,0,0,0,1,0,2,0,3
Kazachstania naganishii CBS 8797,https://mycocosm.jgi.doe.gov/Kazna1,0,0,0,1,0,2,0,3
Khuskia oryzae ATCC 28132 v1.0,https://mycocosm.jgi.doe.gov/Khuory1,5,2,4,7,24,3,4,49
Kickxella alabastrina RSA 675 v1.0,https://mycocosm.jgi.doe.gov/Kicala1,0,0,0,1,2,2,0,5
Kluyveromyces lactis,https://mycocosm.jgi.doe.gov/Klula1,0,0,0,1,0,2,0,3
Kluyveromyces marxianus DMKU3 1042,https://mycocosm.jgi.doe.gov/Kluma1,0,0,0,1,0,2,0,3
Kluyveromyces marxianus NRRL Y-1190 v1.0,https://mycocosm.jgi.doe.gov/Klumarx1,0,0,0,1,0,1,0,2
Kockovaella imperatae NRRL Y-17943 v1.0,https://mycocosm.jgi.doe.gov/Kocim1,0,0,0,4,0,1,0,5
Kretzschmaria deusta CBS 826.72 v1.0,https://mycocosm.jgi.doe.gov/KdCBS826_1,2,3,11,15,39,5,7,82
Kretzschmaria deusta IL1129 v1.0,https://mycocosm.jgi.doe.gov/Kredeu1,2,5,10,15,40,5,8,85
Kuraishia capsulata CBS 1993,https://mycocosm.jgi.doe.gov/Kurca1,0,0,0,1,0,2,0,3
Kurtia argillacea OMC1749 v1.0,https://mycocosm.jgi.doe.gov/Kurarg1,0,0,5,2,2,1,7,17
Kwoniella pini CBS 10737,https://mycocosm.jgi.doe.gov/Kwopi1,0,0,0,3,0,1,0,4
Laccaria amethystina LaAM-08-1 v2.0,https://mycocosm.jgi.doe.gov/Lacam2,1,0,0,2,3,2,7,15
Laccaria bicolor 81306 v1.0,https://mycocosm.jgi.doe.gov/Lacbi81306_1,,,,,,,,0
Laccaria bicolor CBS 559.96 v1.0,https://mycocosm.jgi.doe.gov/Lacbi55996_1,1,0,0,4,3,1,9,18
Laccaria bicolor CBS 594.89 v1.0,https://mycocosm.jgi.doe.gov/Lacbi59489_1,1,0,1,12,4,1,13,32
Laccaria bicolor Cham3 v1.0,https://mycocosm.jgi.doe.gov/LacbiCham3_1,,,,,,,,0
Laccaria bicolor D101 v1.0,https://mycocosm.jgi.doe.gov/LacbiD101_1,,,,,,,,0
Laccaria bicolor DR170 v1.0,https://mycocosm.jgi.doe.gov/LacbiDR170_1,1,0,0,2,2,1,5,11
Laccaria bicolor N203 v1.0,https://mycocosm.jgi.doe.gov/LacbiN203_1,,,,,,,,0
Laccaria bicolor S238N 93.12 v1.1,https://mycocosm.jgi.doe.gov/Lacbi9312_2,1,0,0,4,3,0,9,17
Laccaria bicolor S238N v1.0,https://mycocosm.jgi.doe.gov/LacbiS238N_1,,,,,,,,0
Laccaria bicolor S238N-H53 v1.0,https://mycocosm.jgi.doe.gov/LacbiH53_1,,,,,,,,0
Laccaria bicolor S238N-H70 v1.0,https://mycocosm.jgi.doe.gov/LacbiH70_1,,,,,,,,0
Laccaria bicolor S238N-H82 v1.0,https://mycocosm.jgi.doe.gov/LacbiH82_1,,,,,,,,0
Laccaria bicolor S238N-H82xH70 v1.0,https://mycocosm.jgi.doe.gov/LacbiH82xH70_1,,,,,,,,0
Laccaria bicolor S238O v1.0,https://mycocosm.jgi.doe.gov/LacbiS238O_1,,,,,,,,0
Laccaria bicolor v2.0,https://mycocosm.jgi.doe.gov/Lacbi2,1,0,0,4,3,1,8,17
Lachancea dasiensis CBS 10888,https://mycocosm.jgi.doe.gov/Lacda1,0,0,0,1,0,2,0,3
Lachancea fermentati INRA UMR 1319,https://mycocosm.jgi.doe.gov/Lacfe1,0,0,0,1,0,3,0,4
Lachancea lanzarotensis CBS 12615,https://mycocosm.jgi.doe.gov/Lacla1,0,0,0,1,0,3,0,4
Lachancea meyersii CBS 8951,https://mycocosm.jgi.doe.gov/Lacme1,0,0,0,1,0,3,0,4
Lachancea mirantina INRA UMR 1319,https://mycocosm.jgi.doe.gov/Lacmi1,0,0,0,1,0,3,0,4
Lachancea nothofagi CBS 11611,https://mycocosm.jgi.doe.gov/Lacno1,0,0,0,1,0,3,0,4
Lachancea quebecensis INRA UMR 1319,https://mycocosm.jgi.doe.gov/Lacqu1,0,0,0,1,0,3,0,4
